user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,sign_up_date,sessions_count,first_session_start,last_session_start,median_session_duration_sec,median_page_clicks,pct_cancellation_sessions,pct_low_click_sessions,pct_sessions_flight_discount_offered,pct_sessions_hotel_discount_offered,flight_trips_count,total_flight_base_fare_usd,seats_sum,checked_bags_sum,discounted_flight_trips,average_flight_discount,total_distance_km,total_savings_usd,discount_flight_proportion,ADS_per_km,scaled_ADS_per_km,bargain_index,hotel_trips_count,total_hotel_cost_est_usd,median_hotel_nights,median_hotel_rate,tenure_days,age_years,total_travel_spend_est_usd
167852,2006-02-16,F,False,False,usa,tampa,MCF,2022-05-03,8,2023-01-05 04:16:00,2023-04-25 17:14:00,55.0,7.5,0.0,0.0,12.5,25.0,0,0.0,,,,,,,,,,,0,0.0,,,357,17.2,0.0
171470,1999-09-14,F,False,False,usa,atlanta,ATL,2022-05-06,8,2023-03-09 22:17:14,2023-07-10 02:46:09,67.5,9.0,25.0,0.0,37.5,25.0,2,7158.81749999999,3.0,1.0,2.0,0.1,30702.123490679936,287.825,1.0,0.009374758722710933,0.05448589839422307,0.005448589839422307,0,0.0,,,430,23.8,7158.81749999999
174997,1991-11-01,F,False,False,usa,grand rapids,GRR,2022-05-10,8,2023-01-05 20:17:50,2023-07-15 05:27:00,122.0,16.0,12.5,0.0,12.5,37.5,3,3226.49,4.0,1.0,1.0,,10547.209431361107,0.0,0.3333333333333333,0.0,0.0,0.0,2,448.0,2.0,112.0,431,31.7,3674.49
175032,1994-11-05,F,False,False,usa,houston,IAH,2022-05-10,9,2023-01-20 21:00:00,2023-07-20 21:09:00,65.0,9.0,0.0,11.11,11.11,22.22,2,1109.25,4.0,1.0,0.0,,2717.6352839779356,0.0,0.0,0.0,0.0,0.0,3,3606.0,4.0,151.0,436,28.7,4715.25
181157,1970-08-10,F,True,False,usa,houston,HOU,2022-05-15,8,2023-01-11 07:36:00,2023-07-07 10:41:00,131.0,17.5,0.0,0.0,25.0,12.5,3,1039.4299999999998,6.0,3.0,1.0,0.15,3582.677077173689,80.4045,0.3333333333333333,0.022442575277655134,0.1304357703970239,0.006521788519851194,3,3871.0,2.0,164.0,418,52.9,4910.43
182191,2004-09-27,F,False,True,usa,phoenix,PHX,2022-05-16,8,2023-01-05 14:26:34,2023-07-04 16:43:00,69.5,9.5,12.5,0.0,12.5,25.0,1,537.67,2.0,1.0,1.0,,1625.2827888568002,0.0,1.0,0.0,0.0,0.0,0,0.0,,,414,18.8,537.67
187212,1969-02-20,F,True,True,usa,los angeles,LAX,2022-05-21,8,2023-01-05 22:12:00,2023-06-09 18:13:00,141.0,19.0,0.0,0.0,12.5,12.5,3,1242.5700000000002,3.0,2.0,0.0,,7016.14652102324,0.0,0.0,0.0,0.0,0.0,3,904.0,1.0,87.0,384,54.3,2146.57
189676,1988-01-10,F,False,True,usa,fort worth,FTW,2022-05-23,8,2023-01-20 18:11:00,2023-05-03 19:49:00,78.5,10.5,0.0,0.0,12.5,0.0,1,1244.31,3.0,2.0,0.0,,2284.5483204879297,0.0,0.0,0.0,0.0,0.0,2,5001.0,9.0,180.5,345,35.3,6245.3099999999995
190866,1986-09-24,F,False,False,usa,tallahassee,TLH,2022-05-24,9,2023-01-09 20:35:00,2023-07-03 11:02:00,171.0,23.0,0.0,0.0,0.0,11.11,5,2081.0,5.0,2.0,0.0,,11347.708599748707,0.0,0.0,0.0,0.0,0.0,5,1496.0,1.0,137.0,405,36.8,3577.0
195192,1995-09-20,F,False,False,usa,chicago,MDW,2022-05-28,8,2023-01-10 21:41:00,2023-05-29 17:03:00,121.0,16.5,0.0,0.0,12.5,12.5,1,394.29,2.0,0.0,0.0,,1174.423089479478,0.0,0.0,0.0,0.0,0.0,1,320.0,1.0,160.0,366,27.7,714.29
204943,1982-12-20,M,False,False,canada,ottawa,YOW,2022-06-06,8,2023-01-07 07:55:00,2023-07-28 12:51:08,162.0,22.0,12.5,0.0,37.5,12.5,6,2841.17,9.0,6.0,2.0,0.1,10464.94295608095,26.758,0.3333333333333333,0.002556917903164633,0.014860752494535836,0.0004953584164845279,6,8735.0,4.0,177.0,417,40.6,11576.17
204997,1985-08-26,F,True,False,usa,kansas city,MCI,2022-06-06,8,2023-01-05 09:11:24,2023-07-10 17:00:00,188.5,25.5,25.0,0.0,37.5,50.0,4,4472.37,6.0,3.0,2.0,0.25,13718.068257677065,120.815,0.5,0.008806998021196468,0.05118608526729873,0.006398260658412341,3,4336.0,4.0,83.0,399,37.9,8808.369999999999
205044,1983-08-25,F,True,True,canada,toronto,YKZ,2022-06-06,9,2023-01-27 11:47:00,2023-06-07 04:06:00,96.0,13.0,0.0,11.11,11.11,0.0,3,2748.35,6.0,1.0,1.0,0.05,7593.030220877598,27.6525,0.3333333333333333,0.003641826674674283,0.021166219209990934,0.00035277032016651556,3,5642.0,4.0,262.0,366,39.8,8390.35
206011,1984-08-04,F,False,True,usa,kansas city,MCI,2022-06-07,8,2023-01-10 15:49:00,2023-07-08 14:36:00,141.0,19.0,0.0,0.0,12.5,25.0,4,1046.5900000000001,4.0,1.0,1.0,0.05,5894.203054623997,21.818,0.25,0.0037016030492678397,0.021513638228316104,0.0002689204778539513,3,1138.0,1.0,124.0,396,38.9,2184.59
216796,2001-07-09,F,False,False,usa,cincinnati,CVG,2022-06-16,8,2023-01-13 13:22:00,2023-03-13 03:38:26,81.5,11.0,12.5,12.5,50.0,25.0,1,2500.87,2.0,2.0,1.0,0.25,7041.479113795879,625.2175,1.0,0.08879064893838212,0.5160493639899079,0.12901234099747697,1,2410.0,10.0,241.0,270,21.7,4910.87
217114,2004-05-28,O,True,True,usa,long beach,LGB,2022-06-17,9,2023-01-06 19:36:00,2023-06-26 16:41:00,39.0,5.0,0.0,11.11,11.11,33.33,0,0.0,,,,,,,,,,,0,0.0,,,374,19.1,0.0
217136,1985-04-18,F,False,True,usa,little rock,LIT,2022-06-17,8,2023-01-12 16:14:00,2023-05-14 16:52:00,76.0,10.0,0.0,0.0,25.0,0.0,1,539.57,1.0,0.0,0.0,,2867.3164066210743,0.0,0.0,0.0,0.0,0.0,2,659.0,2.0,236.5,331,38.1,1198.5700000000002
220725,1983-07-28,F,False,False,usa,stockton,SCK,2022-06-20,9,2023-01-07 19:45:00,2023-06-07 21:27:00,83.0,11.0,11.11,0.0,22.22,22.22,4,1978.17,4.0,1.0,1.0,,11557.134428759327,0.0,0.25,0.0,0.0,0.0,3,1402.0,4.0,122.0,352,39.9,3380.17
224996,1981-03-07,F,False,True,canada,halifax,YHZ,2022-06-23,8,2023-02-14 09:40:00,2023-05-11 21:45:00,73.5,10.0,0.0,0.0,0.0,12.5,2,897.61,2.0,0.0,0.0,,4706.021524736609,0.0,0.0,0.0,0.0,0.0,1,231.0,1.0,231.0,322,42.2,1128.6100000000001
226367,1980-10-21,F,False,False,usa,washington,IAD,2022-06-25,8,2023-01-07 21:27:00,2023-06-26 22:55:00,98.0,13.5,0.0,0.0,12.5,0.0,3,889.2099999999999,4.0,2.0,1.0,0.05,4967.462965124842,5.609000000000001,0.3333333333333333,0.001129147824428528,0.006562583150521882,0.00010937638584203136,3,1864.0,2.0,264.0,366,42.7,2753.21
228195,1997-02-26,F,False,True,usa,los angeles,LAX,2022-06-26,9,2023-01-28 04:02:00,2023-06-01 17:46:00,66.0,9.0,0.0,0.0,11.11,0.0,0,0.0,,,,,,,,,,,0,0.0,,,340,26.3,0.0
228872,1989-03-22,M,False,False,usa,san antonio,RND,2022-06-27,8,2023-01-09 23:03:00,2023-07-16 06:05:00,96.0,13.0,0.0,0.0,12.5,0.0,1,509.21,1.0,1.0,0.0,,2770.218959444619,0.0,0.0,0.0,0.0,0.0,2,1288.0,6.5,94.0,384,34.3,1797.21
229009,2006-08-27,F,False,False,usa,stockton,SCK,2022-06-27,8,2023-02-15 19:09:00,2023-07-08 16:23:05,168.5,20.0,12.5,0.0,12.5,12.5,3,2785.26,3.0,1.0,1.0,,16331.465849620252,0.0,0.3333333333333333,0.0,0.0,0.0,2,474.0,1.5,149.5,376,16.9,3259.26
229108,1998-05-28,F,False,False,usa,burlington,BTV,2022-06-27,8,2023-01-04 20:44:00,2023-05-08 16:12:58,101.5,13.5,12.5,0.0,37.5,37.5,1,438.61,1.0,0.0,1.0,,2669.379466467782,0.0,1.0,0.0,0.0,0.0,0,0.0,,,315,24.9,438.61
229330,1976-11-08,F,True,False,usa,colorado springs,COS,2022-06-27,8,2023-01-21 15:33:00,2023-07-17 18:34:00,117.0,15.5,0.0,0.0,0.0,12.5,4,1548.11,7.0,1.0,0.0,,4804.477812778172,0.0,0.0,0.0,0.0,0.0,4,3193.0,1.0,196.5,385,46.7,4741.11
232647,2006-04-11,F,False,False,usa,birmingham,BHM,2022-06-30,8,2023-01-24 06:28:00,2023-06-02 16:52:00,82.0,10.5,0.0,0.0,12.5,0.0,1,237.1,1.0,1.0,0.0,,1391.5841166508767,0.0,0.0,0.0,0.0,0.0,1,2343.0,11.0,213.0,337,17.1,2580.1
249521,1964-07-23,F,True,True,canada,ottawa,YOW,2022-07-15,8,2023-02-06 12:58:00,2023-07-04 19:01:00,80.0,10.5,0.0,0.0,12.5,37.5,1,642.02,1.0,1.0,0.0,,3551.7999406903273,0.0,0.0,0.0,0.0,0.0,2,391.0,1.5,141.5,354,58.9,1033.02
252835,1986-01-20,F,False,True,usa,chicago,ORD,2022-07-18,8,2023-01-07 15:44:00,2023-07-10 06:24:00,124.0,17.0,0.0,0.0,12.5,12.5,5,1676.55,5.0,3.0,1.0,0.3,9338.894291947016,60.915,0.2,0.006522720794958282,0.037909914590869766,0.002274594875452186,4,1460.0,3.0,144.5,357,37.5,3136.55
258451,2000-12-10,F,False,False,usa,miami,OPF,2022-07-22,8,2023-02-03 21:16:00,2023-06-17 15:43:04,59.5,7.0,12.5,0.0,25.0,12.5,1,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,1,2314.0,13.0,178.0,330,22.5,2314.0
264470,1978-11-05,F,False,True,usa,bakersfield,BFL,2022-07-27,8,2023-01-04 22:50:00,2023-06-04 17:49:00,92.0,12.0,0.0,0.0,12.5,12.5,2,873.02,2.0,1.0,1.0,0.05,4610.321049242109,37.8025,0.5,0.008199537428356395,0.04765553721598764,0.0011913884303996912,2,2127.0,4.5,200.0,312,44.6,3000.02
276512,1982-08-27,F,True,True,usa,austin,AUS,2022-08-06,8,2023-01-14 16:25:00,2023-05-27 01:00:00,73.0,10.0,0.0,0.0,25.0,25.0,1,395.69,1.0,1.0,0.0,,2299.1482701158357,0.0,0.0,0.0,0.0,0.0,1,100.0,1.0,100.0,294,40.7,495.69
281952,1987-01-23,F,False,False,usa,louisville,LOU,2022-08-11,8,2023-01-28 19:32:00,2023-07-08 20:53:00,161.0,21.5,0.0,0.0,0.0,12.5,2,684.72,2.0,3.0,0.0,,3690.028802080513,0.0,0.0,0.0,0.0,0.0,2,263.0,1.0,131.5,331,36.5,947.72
283325,1973-05-15,F,True,False,usa,dallas,DAL,2022-08-12,8,2023-01-28 12:04:00,2023-06-22 21:04:00,84.5,11.5,0.0,0.0,25.0,12.5,1,453.27,1.0,0.0,1.0,0.1,2650.4256126791843,45.327,1.0,0.01710178160940015,0.09939519113943825,0.009939519113943826,2,2884.0,3.0,360.5,314,50.1,3337.27
290123,1983-04-08,F,True,False,usa,houston,HOU,2022-08-18,9,2023-01-26 20:16:00,2023-07-14 06:23:00,146.0,20.0,0.0,0.0,0.0,0.0,7,4796.110000000001,11.0,6.0,0.0,,16804.537011892087,0.0,0.0,0.0,0.0,0.0,6,4383.0,3.0,192.0,330,40.3,9179.11
297546,1972-12-05,F,True,False,usa,new york,JFK,2022-08-24,8,2023-01-16 07:47:00,2023-07-07 21:49:00,193.0,26.0,0.0,0.0,0.0,12.5,4,1660.72,6.0,3.0,0.0,,7138.936591442338,0.0,0.0,0.0,0.0,0.0,5,3620.0,4.0,101.0,317,50.6,5280.72
298253,1977-08-01,F,True,True,usa,los angeles,LAX,2022-08-24,8,2023-01-05 20:25:00,2023-06-13 21:35:00,71.5,9.5,0.0,0.0,25.0,12.5,1,712.42,1.0,2.0,0.0,,3974.209842999768,0.0,0.0,0.0,0.0,0.0,0,0.0,,,293,45.9,712.42
299476,1985-05-19,F,True,False,usa,atlanta,ATL,2022-08-25,9,2023-01-05 19:03:00,2023-07-19 14:27:00,95.0,13.0,0.0,0.0,22.22,22.22,1,192.38,1.0,0.0,0.0,,1109.9174733553675,0.0,0.0,0.0,0.0,0.0,1,71.0,1.0,71.0,328,38.2,263.38
306165,2003-04-13,F,False,False,usa,cleveland,CLE,2022-08-31,8,2023-01-19 20:40:00,2023-07-07 11:28:00,73.0,10.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,0,0.0,,,310,20.2,0.0
306819,1964-04-02,F,True,True,usa,new york,JFK,2022-09-01,8,2023-01-27 21:31:00,2023-07-17 15:56:00,113.5,15.5,12.5,0.0,25.0,25.0,2,160.16,2.0,1.0,1.0,,877.2675548661014,0.0,0.5,0.0,0.0,0.0,2,633.0,1.0,316.5,319,59.3,793.16
312488,1993-06-27,M,True,False,usa,new york,JFK,2022-09-05,8,2023-01-31 12:21:00,2023-07-09 22:17:00,57.5,7.5,0.0,0.0,12.5,12.5,1,407.1,1.0,1.0,0.0,,2265.4635323555963,0.0,0.0,0.0,0.0,0.0,1,0.0,,299.0,307,30.0,407.1
313724,1972-05-13,F,False,False,usa,tulsa,TUL,2022-09-06,8,2023-01-05 22:29:00,2023-07-15 19:56:00,128.5,17.5,12.5,0.0,12.5,12.5,4,1534.07,5.0,3.0,1.0,,7061.881572444384,0.0,0.25,0.0,0.0,0.0,5,3770.0,2.0,175.0,312,51.2,5304.07
316527,1982-07-17,F,True,True,canada,winnipeg,YWG,2022-09-08,8,2023-01-09 22:50:00,2023-07-01 14:37:00,137.5,18.5,0.0,0.0,12.5,12.5,4,1739.89,5.0,1.0,0.0,,8059.216247113606,0.0,0.0,0.0,0.0,0.0,4,5464.5,2.5,279.0,296,41.0,7204.39
317688,1983-05-19,F,False,True,usa,indianapolis,IND,2022-09-09,8,2023-01-08 11:06:00,2023-07-11 22:15:00,140.5,19.0,0.0,0.0,25.0,12.5,4,1238.74,4.0,2.0,0.0,,6433.632695178014,0.0,0.0,0.0,0.0,0.0,4,1178.0,1.5,97.5,305,40.1,2416.74
322867,1977-12-07,F,False,False,usa,mobile,BFM,2022-09-14,8,2023-01-17 16:24:00,2023-07-08 13:01:00,61.0,8.0,0.0,0.0,25.0,25.0,1,173.04,1.0,1.0,0.0,,921.7775000151938,0.0,0.0,0.0,0.0,0.0,1,1323.0,7.0,189.0,297,45.6,1496.04
324191,1984-05-27,F,False,False,usa,san diego,SAN,2022-09-15,8,2023-01-11 10:48:00,2023-05-26 19:18:00,79.0,10.5,0.0,0.0,25.0,12.5,2,99.74,3.0,1.0,0.0,,351.5407201251695,0.0,0.0,0.0,0.0,0.0,2,1610.0,4.5,273.5,253,39.0,1709.74
328590,1968-07-23,F,False,False,usa,san diego,NZY,2022-09-18,8,2023-01-16 21:05:00,2023-07-03 05:54:00,163.5,22.0,12.5,0.0,25.0,37.5,3,2930.2799999999997,5.0,1.0,1.0,,10017.047718348755,0.0,0.3333333333333333,0.0,0.0,0.0,2,2945.0,4.5,155.0,288,54.9,5875.28
330764,1985-02-06,F,False,False,usa,detroit,DET,2022-09-20,8,2023-01-07 04:10:00,2023-06-16 08:01:00,143.0,19.5,12.5,0.0,12.5,25.0,1,375.52,3.0,1.0,1.0,,671.4338745885354,0.0,1.0,0.0,0.0,0.0,2,1094.0,4.5,129.5,269,38.4,1469.52
330893,1980-12-16,F,True,True,usa,oklahoma city,OKC,2022-09-20,8,2023-01-16 20:00:00,2023-06-30 22:54:00,99.5,13.0,0.0,0.0,0.0,12.5,3,861.61,3.0,2.0,0.0,,4748.394474675548,0.0,0.0,0.0,0.0,0.0,3,750.0,1.0,112.0,283,42.5,1611.6100000000001
331039,1979-08-02,F,True,True,canada,london,YXU,2022-09-20,8,2023-01-17 12:53:00,2023-04-23 09:07:37,166.5,22.0,12.5,0.0,25.0,37.5,1,2290.87,4.0,3.0,1.0,,3365.2980152416276,0.0,1.0,0.0,0.0,0.0,1,3344.0,8.0,209.0,215,43.7,5634.87
334787,1971-04-27,F,False,False,usa,minneapolis,MSP,2022-09-23,8,2023-01-08 15:30:00,2023-07-07 12:24:00,106.0,14.5,0.0,0.0,25.0,0.0,3,758.17,3.0,2.0,1.0,0.05,4184.397941982364,8.7225,0.3333333333333333,0.002084529273013576,0.012115239818818268,0.00020192066364697114,3,864.0,1.0,119.0,287,52.2,1622.17
337227,1989-06-25,F,True,False,usa,santa ana,SNA,2022-09-25,8,2023-01-25 13:23:00,2023-04-20 20:31:00,72.0,10.0,0.0,0.0,0.0,12.5,0,0.0,,,,,,,,,,,0,0.0,,,207,33.8,0.0
338086,1983-12-13,F,False,True,usa,washington,IAD,2022-09-25,8,2023-01-14 16:52:00,2023-06-21 11:02:00,86.0,11.5,0.0,0.0,12.5,12.5,2,981.69,2.0,1.0,0.0,,5491.3411824839895,0.0,0.0,0.0,0.0,0.0,2,152.0,2.0,63.0,269,39.5,1133.69
340166,1973-05-17,M,True,True,usa,san francisco,SFO,2022-09-27,8,2023-01-10 22:44:00,2023-06-20 22:07:00,67.5,9.0,0.0,0.0,12.5,12.5,0,0.0,,,,,,,,,,,1,474.0,2.0,237.0,266,50.1,474.0
343928,1959-01-26,F,True,False,usa,el paso,BIF,2022-09-30,8,2023-01-18 19:05:00,2023-07-19 21:04:00,125.5,17.0,0.0,0.0,25.0,12.5,2,4721.78749999999,3.0,1.0,1.0,0.2,16277.382957666965,856.1134999999981,0.5,0.05259527911990004,0.3056826440983849,0.030568264409838494,1,348.0,3.0,116.0,292,64.5,5069.78749999999
347778,1974-07-20,F,False,False,usa,las vegas,LSV,2022-10-03,9,2023-01-31 19:30:00,2023-06-23 11:43:00,108.0,15.0,0.0,0.0,22.22,0.0,5,4233.69,8.0,5.0,0.0,,12439.83809328331,0.0,0.0,0.0,0.0,0.0,4,3676.0,2.0,227.5,263,48.9,7909.69
348817,1995-08-07,F,False,False,canada,calgary,YYC,2022-10-04,8,2023-01-10 19:26:00,2023-06-03 14:28:00,113.5,15.5,0.0,0.0,12.5,0.0,3,1374.62,3.0,2.0,0.0,,7954.429323467362,0.0,0.0,0.0,0.0,0.0,4,2622.0,2.0,182.0,242,27.8,3996.62
348863,1957-01-13,F,True,False,usa,san antonio,SKF,2022-10-04,8,2023-01-04 08:57:00,2023-06-19 16:57:00,78.0,10.5,0.0,0.0,0.0,12.5,0,0.0,,,,,,,,,,,0,0.0,,,258,66.4,0.0
349132,1975-06-17,F,False,False,usa,cincinnati,CVG,2022-10-04,9,2023-01-04 19:46:00,2023-07-08 21:16:00,100.0,13.0,0.0,0.0,0.0,11.11,2,721.06,4.0,1.0,0.0,,2115.3429330913477,0.0,0.0,0.0,0.0,0.0,3,3710.0,4.0,193.0,277,48.1,4431.0599999999995
350648,2006-03-02,F,False,False,usa,lincoln,LNK,2022-10-05,8,2023-01-16 05:48:00,2023-07-08 11:22:00,160.0,21.5,12.5,12.5,37.5,25.0,1,212.18,1.0,0.0,1.0,,1266.442401740426,0.0,1.0,0.0,0.0,0.0,1,555.0,3.0,185.0,276,17.3,767.1800000000001
353271,1997-09-05,F,False,True,usa,milwaukee,MKE,2022-10-07,8,2023-01-10 20:43:00,2023-07-08 02:31:00,71.0,9.5,0.0,0.0,12.5,12.5,1,408.4,2.0,0.0,0.0,,1196.5550794383803,0.0,0.0,0.0,0.0,0.0,1,0.0,,136.0,274,25.8,408.4
353694,1984-06-17,F,False,True,usa,new york,LGA,2022-10-07,8,2023-01-15 06:44:00,2023-07-05 21:18:00,59.0,8.0,0.0,0.0,37.5,0.0,2,461.37,3.0,1.0,0.0,,2710.9740922228284,0.0,0.0,0.0,0.0,0.0,2,1634.0,4.5,124.0,271,39.0,2095.37
354050,1974-05-28,F,False,False,usa,detroit,DET,2022-10-07,8,2023-01-27 01:35:00,2023-07-04 15:14:00,138.0,18.5,0.0,0.0,12.5,12.5,5,1957.88,6.0,1.0,1.0,0.05,10750.827470788525,29.104000000000003,0.2,0.0027071404577070526,0.015733842787888155,0.00015733842787888158,5,2572.0,3.0,198.0,270,49.1,4529.88
354260,1974-09-27,F,False,False,usa,providence,PVD,2022-10-07,8,2023-01-13 17:23:00,2023-04-03 21:01:00,96.5,13.0,0.0,0.0,25.0,0.0,2,1165.01,2.0,2.0,0.0,,6658.657404257037,0.0,0.0,0.0,0.0,0.0,1,520.0,2.0,260.0,178,48.5,1685.01
354311,1978-07-12,F,True,False,usa,tucson,DMA,2022-10-08,8,2023-01-08 20:29:00,2023-04-12 09:37:00,61.5,8.0,0.0,0.0,12.5,0.0,2,1072.8899999999999,2.0,1.0,0.0,,6123.614418593768,0.0,0.0,0.0,0.0,0.0,1,291.0,3.0,97.0,186,44.8,1363.8899999999999
354950,1970-10-19,M,True,False,usa,amarillo,AMA,2022-10-08,8,2023-01-25 11:01:00,2023-06-14 20:40:00,82.0,11.0,0.0,0.0,0.0,12.5,1,460.54,1.0,1.0,0.0,,2463.055931042597,0.0,0.0,0.0,0.0,0.0,1,762.0,6.0,127.0,249,52.7,1222.54
356046,1989-10-17,F,False,False,canada,ottawa,YOW,2022-10-09,8,2023-01-20 17:40:00,2023-06-30 21:30:00,77.0,10.5,0.0,0.0,12.5,12.5,2,783.81,3.0,0.0,0.0,,3793.9825357266104,0.0,0.0,0.0,0.0,0.0,2,705.0,2.0,97.5,264,33.7,1488.81
357737,1982-10-04,F,True,True,usa,san diego,SAN,2022-10-10,8,2023-01-10 19:15:00,2023-06-26 21:35:00,148.5,20.5,12.5,0.0,12.5,50.0,4,2068.3,4.0,1.0,1.0,,11681.609685864738,0.0,0.25,0.0,0.0,0.0,5,2313.0,2.0,132.0,259,40.7,4381.3
359072,1972-12-09,F,True,True,canada,montreal,YUL,2022-10-11,8,2023-01-07 06:10:00,2023-04-29 19:06:00,173.5,23.5,12.5,0.0,37.5,12.5,3,461.81000000000006,3.0,1.0,1.0,,2564.1098616145655,0.0,0.3333333333333333,0.0,0.0,0.0,3,690.0,2.0,117.0,200,50.4,1151.81
