user_id,cluster_k4_a,assigned_perk,no_cancellation_fees,exclusive_discounts,free_hotel_meal,one_night_free_hotel_with_flight,free_checked_bag
258451,2,one_night_free_hotel_with_flight,0.3199419135341465,0.35,0.3663777576408467,0.40261808072671945,0.0
264470,1,free_checked_bag,0.04076176250933533,0.21011850253149406,0.2644381796214257,0.3198928217894403,0.365
276512,1,free_checked_bag,0.030641440544353166,0.0,0.10791353425515729,0.2673650266254978,0.42
281952,3,one_night_free_hotel_with_flight,0.08248527093187288,0.0,0.17431254754553185,0.2984287600125296,0.265
283325,0,exclusive_discounts,0.03741017342959091,0.42477955980304016,0.28698315210095315,0.2376547843885063,0.02
290123,3,one_night_free_hotel_with_flight,0.07467098166127292,0.0,0.45769398576990206,0.4768408511209558,0.30181818181818176
297546,3,one_night_free_hotel_with_flight,0.10204464359804166,0.0,0.39156905848659773,0.4836289546695306,0.195
298253,1,free_checked_bag,0.029082233839515394,0.0,0.0,0.25,0.5700000000000001
299476,1,one_night_free_hotel_with_flight,0.043880175919010875,0.0,0.09856999821005057,0.2790444466818812,0.02
306165,1,one_night_free_hotel_with_flight,0.030641440544353166,0.0,0.0,0.25,0.0
306819,2,free_checked_bag,0.35496224379719526,0.175,0.23391786369535061,0.22392211482525617,0.365
312488,1,one_night_free_hotel_with_flight,0.020455563853622107,0.0,0.15258507853403142,0.17333115183246073,0.16999999999999998
313724,2,one_night_free_hotel_with_flight,0.3638876441789063,0.0875,0.3765222960576363,0.42604851881684347,0.19
316527,3,free_checked_bag,0.0687984399634885,0.0,0.363502371683,0.34735814650736113,0.38
317688,3,one_night_free_hotel_with_flight,0.07080574226205294,0.0,0.28558027923211166,0.40656631762652706,0.405
322867,1,one_night_free_hotel_with_flight,0.02261223135009543,0.0,0.2532551908533584,0.3148546225444131,0.16999999999999998
324191,1,one_night_free_hotel_with_flight,0.033544934030370926,0.0,0.28811921063229967,0.28985098670962545,0.10999999999999999
328590,2,no_cancellation_fees,0.3843432080325284,0.11666666666666665,0.24993958920660492,0.33757551349174386,0.13
330764,2,no_cancellation_fees,0.3726636793627085,0.35,0.24172372130487316,0.34784534836890857,0.10999999999999999
330893,3,free_checked_bag,0.04522446270019086,0.0,0.22427982503244284,0.35003216315389085,0.41
331039,2,free_checked_bag,0.38523939921998174,0.35,0.2791434532599454,0.3206887389806238,0.4425
334787,3,one_night_free_hotel_with_flight,0.05049954360633972,0.14418926839730042,0.22653516131919274,0.3472876581206061,0.15999999999999998
337227,1,one_night_free_hotel_with_flight,0.030342710148535394,0.0,0.0,0.25,0.0
338086,1,free_checked_bag,0.03785826902331757,0.0,0.17168691546963796,0.3399052445518414,0.365
340166,1,free_checked_bag,0.026776201145133183,0.0,0.17149813174027834,0.22607872421354094,0.25
343928,0,exclusive_discounts,0.06188034188034189,0.35120772467312944,0.15195747751376024,0.3000023833312223,0.10999999999999999
347778,3,one_night_free_hotel_with_flight,0.052208115509086384,0.0,0.33718731820826064,0.3611547411285631,0.25375000000000003
348817,3,one_night_free_hotel_with_flight,0.054962243797195255,0.0,0.3225276323443863,0.37947934845840603,0.15999999999999998
348863,1,one_night_free_hotel_with_flight,0.03324620363455315,0.0,0.0,0.25,0.0
349132,3,one_night_free_hotel_with_flight,0.045373827898099746,0.0,0.3087106211124536,0.35907700138721077,0.1175
350648,2,no_cancellation_fees,0.38218654053605505,0.35,0.1741886494831521,0.26091002147939324,0.02
353271,1,free_checked_bag,0.028932868641606505,0.0,0.10006796214256947,0.23897754732178816,0.29
353694,1,free_checked_bag,0.02201477055845988,0.0,0.23995167136528395,0.3500604107933951,0.36
354050,3,one_night_free_hotel_with_flight,0.0689478051613974,0.09822434176324096,0.4033771311585448,0.4307325992893999,0.145
354260,1,one_night_free_hotel_with_flight,0.044328271512737535,0.0,0.1789085223967423,0.21681573589296102,0.19
354311,1,one_night_free_hotel_with_flight,0.022761596548004318,0.0,0.1458358504497248,0.2963510202711773,0.11499999999999999
354950,1,one_night_free_hotel_with_flight,0.03555223632893536,0.0,0.21383491072627198,0.32593552825882666,0.16999999999999998
356046,1,one_night_free_hotel_with_flight,0.03294747323873537,0.0,0.1828025014543339,0.32601076207097146,0.06
357737,2,one_night_free_hotel_with_flight,0.3765289187619285,0.0875,0.36266808743902984,0.4433662795901016,0.3675
359072,2,no_cancellation_fees,0.3906638453240395,0.11666666666666665,0.24533522396742294,0.36190735892961023,0.36
359080,3,free_hotel_meal,0.047231764998755296,0.0,0.2604505078981519,0.22895075401619902,0.21999999999999997
359653,1,one_night_free_hotel_with_flight,0.04908970209941084,0.0,0.21093770975969928,0.27174452946704253,0.19
361459,1,free_checked_bag,0.01353746577047548,0.0,0.12885594263212063,0.24118701615429364,0.42
361759,1,one_night_free_hotel_with_flight,0.03465604514148204,0.0,0.22626946570009399,0.36664233454154915,0.155
363535,2,one_night_free_hotel_with_flight,0.35109700439797525,0.2948922450970956,0.2861572582449546,0.3884923411879796,0.155
365825,2,one_night_free_hotel_with_flight,0.3676035183802174,0.175,0.29983946391014454,0.37068678122343046,0.16999999999999998
371201,1,free_checked_bag,0.01800016596133101,0.0,0.0,0.25,0.72
372970,1,one_night_free_hotel_with_flight,0.022761596548004318,0.0,0.19767138765829867,0.2692302098715711,0.11499999999999999
373489,0,exclusive_discounts,0.02602937515558875,0.670424265261033,0.3060150691367969,0.4957634715613871,0.4425
374331,2,free_hotel_meal,0.3298290598290598,0.35,0.3797967848033293,0.34764985232917167,0.16999999999999998
374340,1,one_night_free_hotel_with_flight,0.012790639780931045,0.0,0.0,0.25,0.11499999999999999
374341,1,one_night_free_hotel_with_flight,0.03525350593311759,0.0,0.3499678368461091,0.42208881505347473,0.0
375160,1,one_night_free_hotel_with_flight,0.010932702680275496,0.0,0.0,0.25,0.0
375729,0,one_night_free_hotel_with_flight,0.05816446767903079,0.3437099255288935,0.23051444265449503,0.3856805157473257,0.10999999999999999
375751,3,one_night_free_hotel_with_flight,0.08790971703593063,0.0,0.22447811786817023,0.31211068599812053,0.10999999999999999
376159,1,one_night_free_hotel_with_flight,0.04061239731142644,0.0,0.21191267284199222,0.32781749228084306,0.16999999999999998
377069,2,exclusive_discounts,0.3132387353746577,0.35,0.0,0.25,0.11499999999999999
377411,0,one_night_free_hotel_with_flight,0.04968716289104639,0.28363119765384215,0.1976797780462702,0.3277915980482642,0.06
378565,3,one_night_free_hotel_with_flight,0.07185129864741516,0.2318691561195671,0.46021250055935914,0.5129733152014364,0.365
379543,1,one_night_free_hotel_with_flight,0.04172350842253755,0.0,0.27840789591444043,0.2823720745513939,0.10999999999999999
380434,0,free_checked_bag,0.0266268359472243,0.20845335969347314,0.31815036693963394,0.27226997075156323,0.36
380436,1,one_night_free_hotel_with_flight,0.04633557381130197,0.0,0.18718927596545398,0.2828536828209603,0.16999999999999998
380757,1,free_checked_bag,0.030342710148535394,0.0,0.24683318789994182,0.3218404595695171,0.36
380874,3,one_night_free_hotel_with_flight,0.04879097170359306,0.0,0.2387784154472636,0.3319089251353649,0.15999999999999998
380949,2,no_cancellation_fees,0.37772384034519957,0.06999999999999999,0.3325155501857073,0.36699445115675483,0.13
381259,1,free_checked_bag,0.022313500954277657,0.0,0.09760342551572918,0.280252662549783,0.42
381465,2,one_night_free_hotel_with_flight,0.39401543440378395,0.175,0.344823689980758,0.4279981653018302,0.04
382181,1,one_night_free_hotel_with_flight,0.04879097170359306,0.0,0.22812681791739386,0.2884525887143688,0.15999999999999998
382384,1,one_night_free_hotel_with_flight,0.011530163471911044,0.0,0.10651178010471204,0.23092277486910995,0.16999999999999998
382533,1,one_night_free_hotel_with_flight,0.010932702680275496,0.0,0.0,0.25,0.0
385689,3,one_night_free_hotel_with_flight,0.03555223632893536,0.17890512380811746,0.3553994943392849,0.39637816260696296,0.3675
386255,1,free_checked_bag,0.011082067878184384,0.0,0.22037493847048822,0.2413716046896675,0.25
386469,1,one_night_free_hotel_with_flight,0.013686830968384368,0.0,0.0,0.25,0.0
386914,2,free_checked_bag,0.34217160401626423,0.175,0.19856216718127712,0.19224867991229247,0.47
387282,1,free_checked_bag,0.031388266533897605,0.0,0.24035077415313016,0.21640181008636505,0.25
387783,1,one_night_free_hotel_with_flight,0.026328105551406522,0.0,0.3580226092987873,0.41202034948762695,0.27
388328,3,free_checked_bag,0.0580151024811219,0.0,0.391456067928581,0.44557574842260705,0.45999999999999996
388767,1,free_checked_bag,0.01800016596133101,0.0,0.31158852418669175,0.3565212892110798,0.42
388947,0,one_night_free_hotel_with_flight,0.013686830968384368,0.2117061976191867,0.20648353246520784,0.2980587215728656,0.15999999999999998
389434,2,one_night_free_hotel_with_flight,0.3781719359389262,0.25407135448129775,0.34553547456034367,0.4474232744050485,0.15999999999999998
389662,3,one_night_free_hotel_with_flight,0.0568201808978508,0.23504590523958224,0.2307236429945854,0.3428041661297833,0.19
389759,3,free_checked_bag,0.022313500954277657,0.1746067618818039,0.2487663332885846,0.3198762129093473,0.38
390811,1,one_night_free_hotel_with_flight,0.030940170940170944,0.0,0.3010910301158992,0.4067959345773482,0.15999999999999998
392453,1,one_night_free_hotel_with_flight,0.024619533648659864,0.38577200789728594,0.30429112408824455,0.4047240172699359,0.16999999999999998
395202,1,free_hotel_meal,0.02030619865571322,0.0,0.3824873025462031,0.38248114959502394,0.0
395981,0,free_hotel_meal,0.04061239731142644,0.25530417375129705,0.30514974045733206,0.25303496818792554,0.1925
396552,3,one_night_free_hotel_with_flight,0.03956684092606423,0.0,0.2990558016736027,0.37062469235244105,0.155
399137,3,one_night_free_hotel_with_flight,0.056306530578375244,0.0,0.3686658164406855,0.3981955072269208,0.19
399218,1,free_checked_bag,0.04046303211351755,0.0,0.13476836935606568,0.2719909271938068,0.365
399799,3,one_night_free_hotel_with_flight,0.05094763920006638,0.0,0.2739249116212467,0.40203830491788606,0.155
400275,0,exclusive_discounts,0.017103974773877685,0.49235094619637865,0.21876398397995256,0.25578376220672133,0.365
400582,3,free_hotel_meal,0.05816446767903079,0.173824991369361,0.3553911039513134,0.3388076725242251,0.06
400899,3,one_night_free_hotel_with_flight,0.0920736868309684,0.0,0.30065584865977535,0.36914546695305855,0.155
401245,1,one_night_free_hotel_with_flight,0.03986557132188201,0.17494410280447245,0.21175157739293865,0.32849025809114535,0.06
402332,0,one_night_free_hotel_with_flight,0.04767986059248196,0.2813183498761722,0.1767289792813353,0.29907336496217396,0.06
402978,3,one_night_free_hotel_with_flight,0.04291843000580865,0.1673584462725273,0.31893542757417104,0.42247239444950824,0.1925
403881,3,one_night_free_hotel_with_flight,0.06835034436976184,0.0,0.31237861905401176,0.39216561507137426,0.195
404879,3,one_night_free_hotel_with_flight,0.06418637457472409,0.0,0.3090328120105607,0.3586742627645769,0.15999999999999998
405305,3,free_checked_bag,0.0568201808978508,0.0,0.23297897928133532,0.3391582203427753,0.405
406210,1,one_night_free_hotel_with_flight,0.026328105551406522,0.0,0.3024169910950016,0.36746487224235913,0.365
407118,2,one_night_free_hotel_with_flight,0.34406605260974193,0.11666666666666665,0.28712383093927596,0.3860604891036828,0.155
407250,3,one_night_free_hotel_with_flight,0.07556717284872624,0.0,0.2657462411061887,0.37458803195059737,0.1175
407275,3,one_night_free_hotel_with_flight,0.0580151024811219,0.0,0.35705603660446594,0.41322856535552865,0.155
407434,1,one_night_free_hotel_with_flight,0.02030619865571322,0.0,0.2882777889649617,0.34746526379379783,0.25
407642,1,one_night_free_hotel_with_flight,0.020156833457804335,0.0,0.21963686400859178,0.26087058665592694,0.04
408551,1,free_checked_bag,0.018896357148784335,0.0,0.22039423636282277,0.2981183156575827,0.365
409073,3,one_night_free_hotel_with_flight,0.03570160152684425,0.0,0.2611225779746722,0.3421731664205486,0.21
411179,2,exclusive_discounts,0.35652145050203304,0.46378990225981226,0.27702292253993827,0.368345779352202,0.11499999999999999
411701,1,one_night_free_hotel_with_flight,0.05526097419301303,0.0,0.18285060634537076,0.28775618651273105,0.16999999999999998
413128,0,free_hotel_meal,0.03986557132188201,0.27702853091902524,0.43989769320266703,0.4275000960451392,0.145
413340,1,free_checked_bag,0.043880175919010875,0.0,0.2559457085962321,0.34968591981026537,0.41
413418,1,one_night_free_hotel_with_flight,0.042171604016264214,0.0,0.19279880968362645,0.3708070434510225,0.21
413658,2,free_checked_bag,0.37973114264376395,0.175,0.20997952745334944,0.33023392401664653,0.4425
414128,3,free_hotel_meal,0.0568201808978508,0.0,0.36500033561551887,0.3072912471472681,0.13
415282,1,free_checked_bag,0.020156833457804335,0.0,0.22952857206783908,0.3248948404707567,0.33
415381,1,one_night_free_hotel_with_flight,0.04172350842253755,0.0,0.199612923434913,0.3240949568174699,0.21
415581,1,one_night_free_hotel_with_flight,0.0266268359472243,0.0,0.293036257663221,0.4168644001431959,0.15999999999999998
416319,3,one_night_free_hotel_with_flight,0.08464193842834619,0.0,0.16722434778717502,0.3072890097104757,0.11499999999999999
416580,2,no_cancellation_fees,0.406806074184715,0.095,0.30426735132232513,0.3832074775137603,0.13
417679,3,one_night_free_hotel_with_flight,0.07095510745996184,0.1583344223418281,0.33257204546471564,0.3867097343775892,0.16999999999999998
418329,3,free_checked_bag,0.07727574475147292,0.29948106038405214,0.3043129390969705,0.4044779604510017,0.41
418488,3,one_night_free_hotel_with_flight,0.1014471828064061,0.0,0.3342394952342596,0.40303396429050875,0.155
418692,2,one_night_free_hotel_with_flight,0.2801643017176998,0.25980320177017147,0.3269227972434779,0.3936871562780036,0.13
420648,0,exclusive_discounts,0.01985810306198656,0.40708614899162304,0.30128093256365507,0.31388541957345145,0.29
420669,2,no_cancellation_fees,0.7675213675213675,0.2333333333333333,0.28454630375441897,0.38928239808475407,0.41
421247,3,free_checked_bag,0.08017923823749068,0.0,0.3278437821631539,0.3728341611849465,0.405
421515,1,one_night_free_hotel_with_flight,0.05124636959588416,0.0,0.18945551975656688,0.27950004474873585,0.11499999999999999
421666,2,free_checked_bag,0.3152460376732221,0.175,0.15530328455721126,0.32219033874793035,0.44
421700,0,one_night_free_hotel_with_flight,0.07080574226205294,0.2492469523114293,0.3202132836622365,0.42453653879794245,0.33
421870,3,free_checked_bag,0.05124636959588416,0.2745458913732717,0.25003579898867856,0.2613719049512041,0.445
422066,3,free_checked_bag,0.08575304953945731,0.14063498767715257,0.3268291045777957,0.41243344585880726,0.5
422668,1,one_night_free_hotel_with_flight,0.03755953862749979,0.0,0.0,0.25,0.0
423042,2,one_night_free_hotel_with_flight,0.37731225624429504,0.0875,0.39962383093927595,0.47356048910368287,0.405
423413,1,free_hotel_meal,0.03741017342959091,0.0,0.49291935159081757,0.4354133105114781,0.0
424553,1,one_night_free_hotel_with_flight,0.05786573728321301,0.0,0.28551287644874035,0.3880741822168523,0.16999999999999998
425632,1,one_night_free_hotel_with_flight,0.028932868641606505,0.0,0.25740647514207726,0.34733912829462565,0.11499999999999999
425653,1,one_night_free_hotel_with_flight,0.02491826404447764,0.0,0.0,0.25,0.25
425953,3,one_night_free_hotel_with_flight,0.08002987303958178,0.1823571888428652,0.2927249742694769,0.4179929250807359,0.13999999999999999
425966,1,one_night_free_hotel_with_flight,0.03369429922827981,0.0,0.19794547366536894,0.3070820468071777,0.11499999999999999
426478,2,one_night_free_hotel_with_flight,0.36188034188034185,0.35,0.2695907168747483,0.3708241039065646,0.02
427426,1,one_night_free_hotel_with_flight,0.051993195585428593,0.0,0.1603537387568801,0.3349744932205665,0.10999999999999999
427506,2,free_checked_bag,0.3644851049705418,0.36610843020028855,0.2726084597485121,0.29131952858259164,0.41
428056,3,one_night_free_hotel_with_flight,0.07913368185212846,0.0,0.25242342372577975,0.35304710923166416,0.08
428552,0,exclusive_discounts,0.056007800182557466,0.3308894946159631,0.2212478184991274,0.2643141291053138,0.04
428858,2,one_night_free_hotel_with_flight,0.3581644676790308,0.175,0.3729563811697319,0.4315475790933906,0.11499999999999999
429345,1,one_night_free_hotel_with_flight,0.06679113766492407,0.0,0.21125738354141496,0.329157437239898,0.25
429375,2,no_cancellation_fees,0.3600224047796863,0.11666666666666665,0.21319304604644918,0.26892535910860516,0.15999999999999998
430722,2,no_cancellation_fees,0.4236113185627749,0.34446505258148885,0.3163302121090079,0.31342338042889234,0.15999999999999998
431144,1,one_night_free_hotel_with_flight,0.020455563853622107,0.0,0.2589609343536045,0.32629883205799437,0.02
431337,3,one_night_free_hotel_with_flight,0.05711891129366858,0.0,0.2817427954535284,0.3163978945719783,0.21
431602,2,no_cancellation_fees,0.3583138328769397,0.2912606991895391,0.2008451917483331,0.3042965968857904,0.155
431746,1,one_night_free_hotel_with_flight,0.015694133266948802,0.0,0.11081325233812145,0.26374037902179265,0.19
431899,2,no_cancellation_fees,0.35596050120321965,0.35,0.19717719380677495,0.27036878551930904,0.02
431912,1,free_checked_bag,0.020754294249439885,0.0,0.0,0.25,0.365
432333,1,free_checked_bag,0.03324620363455315,0.0,0.25622231171969395,0.32972211035038257,0.42
432637,1,free_checked_bag,0.017850800763422124,0.0,0.23910060634537073,0.331506186512731,0.36
432941,3,one_night_free_hotel_with_flight,0.06939590075512406,0.0,0.36104622544413123,0.4459144404170582,0.13
433080,3,one_night_free_hotel_with_flight,0.06708986806074185,0.0,0.3118472278158142,0.43102429856356556,0.19
433339,1,free_checked_bag,0.02476889884656875,0.0,0.3162711997136081,0.350147111469101,0.42
433905,1,one_night_free_hotel_with_flight,0.0460368434154842,0.0,0.37357894795722024,0.4318110372756969,0.0
434238,1,free_checked_bag,0.0241714380549332,0.0,0.08987084396115809,0.2899183894929968,0.365
434623,2,no_cancellation_fees,0.37095510745996185,0.22290688141909454,0.34647435897435896,0.3311091998698161,0.1175
435231,1,one_night_free_hotel_with_flight,0.03867064973861091,0.0,0.22378563118091913,0.35117073880162886,0.16999999999999998
435596,3,one_night_free_hotel_with_flight,0.08248527093187288,0.0,0.2232374591667785,0.27546706493041573,0.11499999999999999
435669,1,free_checked_bag,0.012790639780931045,0.0,0.1776955519756567,0.2942000044748736,0.36
435837,1,one_night_free_hotel_with_flight,0.04172350842253755,0.0,0.33920073164183107,0.3983949187810444,0.0
435882,2,no_cancellation_fees,0.35023638204298396,0.14283231354280992,0.26498886875195776,0.3373748043932099,0.10999999999999999
436320,1,free_checked_bag,0.044627001908555314,0.23683196105486906,0.1976797780462702,0.3274851559180526,0.365
436894,1,one_night_free_hotel_with_flight,0.007216828478964401,0.0,0.2184694813621515,0.3578159260750884,0.11499999999999999
437069,3,one_night_free_hotel_with_flight,0.08389511243880177,0.12539604955070097,0.3546133149863516,0.4536249024732221,0.195
437162,2,no_cancellation_fees,0.36679113766492405,0.3,0.22404293641204637,0.27446021837383094,0.16999999999999998
437251,3,one_night_free_hotel_with_flight,0.07742510994938179,0.0,0.21912477066272879,0.35647598111603346,0.10999999999999999
437539,3,one_night_free_hotel_with_flight,0.06835034436976184,0.0,0.3390351613191927,0.4347129927954535,0.15999999999999998
437549,3,one_night_free_hotel_with_flight,0.06679113766492407,0.0,0.24952370564281562,0.3566717568353694,0.21
438189,3,one_night_free_hotel_with_flight,0.06694050286283296,0.0,0.3894099319819215,0.40993897391148704,0.24714285714285714
438406,3,one_night_free_hotel_with_flight,0.056007800182557466,0.11505922835869371,0.23007926119837113,0.34284024611466024,0.15999999999999998
438551,2,free_checked_bag,0.35511160899510413,0.35,0.25113466013335123,0.3546580637221998,0.4425
438596,0,exclusive_discounts,0.02491826404447764,0.42718755370851114,0.25122835279903344,0.3399971122804991,0.16999999999999998
438839,3,free_checked_bag,0.056007800182557466,0.18370002882950184,0.3019446122522039,0.36850455525788045,0.41
438937,1,free_hotel_meal,0.015395402871131027,0.0,0.26050700317716025,0.2479773571396608,0.11499999999999999
438985,2,no_cancellation_fees,0.3729989212513484,0.3077136920511821,0.27626555018570725,0.3258253766370747,0.10999999999999999
438995,1,one_night_free_hotel_with_flight,0.020007468259895446,0.0,0.0,0.25,0.0
439052,3,one_night_free_hotel_with_flight,0.07958177744585512,0.11366481966158784,0.36367185752002507,0.40446407125671,0.155
439120,1,one_night_free_hotel_with_flight,0.05370176748817526,0.0,0.10565819796840739,0.2701841969839352,0.11499999999999999
439363,3,one_night_free_hotel_with_flight,0.05756700688739524,0.0,0.2647796684118674,0.3757962478184991,0.10999999999999999
440212,0,exclusive_discounts,0.0484922413077753,0.4260667544629419,0.11382596097910233,0.3020352500709373,0.42
440655,3,free_checked_bag,0.05756700688739524,0.0,0.274863796035262,0.28680219940036694,0.31
441200,1,free_checked_bag,0.06032113517550411,0.0,0.2114858817738399,0.34744820333825566,0.44
441205,1,free_checked_bag,0.04663430420711974,0.0,0.0,0.25,0.365
441448,1,free_checked_bag,0.015544768069039913,0.0,0.28845342775316596,0.07988460419743143,0.42
441457,3,one_night_free_hotel_with_flight,0.04663430420711974,0.23329424685859615,0.27046611401977894,0.33117636075656126,0.04
441982,3,free_hotel_meal,0.05295494149863082,0.21769722264945768,0.359181601557256,0.25904455891897027,0.18285714285714283
442484,0,exclusive_discounts,0.04417890631482865,0.29131113761911775,0.10308067078355036,0.2770614602944614,0.10999999999999999
442718,3,free_checked_bag,0.04864160650568418,0.17267848337364608,0.23324215778404261,0.3781905114295811,0.38
442812,1,one_night_free_hotel_with_flight,0.03495477553729981,0.0,0.27808067078355037,0.3984061059650065,0.25
442819,1,one_night_free_hotel_with_flight,0.004462700190855531,0.0,0.10308067078355036,0.2734061059650065,0.16999999999999998
442833,3,one_night_free_hotel_with_flight,0.07341050535225294,0.0,0.31999821005056606,0.34444668188123684,0.13
443305,1,one_night_free_hotel_with_flight,0.017850800763422124,0.0,0.16130101355886695,0.27701956638474967,0.16999999999999998
443453,3,one_night_free_hotel_with_flight,0.07556717284872624,0.2098700983507784,0.31071116928446774,0.3769937584266123,0.1175
443598,1,one_night_free_hotel_with_flight,0.022313500954277657,0.23555873438225924,0.26830447039871125,0.3154883931372939,0.11499999999999999
443652,3,one_night_free_hotel_with_flight,0.0687984399634885,0.0,0.32264062290240303,0.4175325547053296,0.21999999999999997
444387,1,one_night_free_hotel_with_flight,0.05094763920006638,0.0,0.15900847988544325,0.3175588445876404,0.1175
444885,1,free_checked_bag,0.06433573977263299,0.0,0.1503465230232246,0.2907126795543026,0.32
445351,1,one_night_free_hotel_with_flight,0.04522446270019086,0.0,0.28132439477334764,0.3933097843110932,0.33
445515,1,one_night_free_hotel_with_flight,0.04031366691560867,0.0,0.20648353246520784,0.29640947330737905,0.11499999999999999
446124,3,one_night_free_hotel_with_flight,0.07155256825159738,0.0,0.3890877410838144,0.41034171253412094,0.19
446138,2,one_night_free_hotel_with_flight,0.357865737283213,0.23504711035223996,0.24018016959770888,0.3691780515007865,0.04
446473,3,one_night_free_hotel_with_flight,0.05741764168948635,0.0,0.2149650959860384,0.26671029668411866,0.15999999999999998
446933,0,one_night_free_hotel_with_flight,0.0941647996016928,0.3245854864133385,0.2800465386852821,0.40264815455127984,0.15999999999999998
447053,1,free_checked_bag,0.05726827649157746,0.0,0.18430885577482436,0.34322504139258064,0.365
447591,1,one_night_free_hotel_with_flight,0.05726827649157746,0.0,0.14947616011097686,0.21541174430572335,0.02
447737,3,one_night_free_hotel_with_flight,0.05570906978673969,0.0,0.15600416163243389,0.3404114646261243,0.1925
