user_id,cluster_k4_a,assigned_perk_final
359653,1,one_night_free_hotel_with_flight
361459,1,free_checked_bag
361759,1,one_night_free_hotel_with_flight
363535,2,one_night_free_hotel_with_flight
365825,2,one_night_free_hotel_with_flight
371201,1,free_checked_bag
372970,1,one_night_free_hotel_with_flight
373489,0,exclusive_discounts
374331,2,free_hotel_meal
374340,1,free_checked_bag
374341,1,one_night_free_hotel_with_flight
375160,1,no_cancellation_fees
375729,0,one_night_free_hotel_with_flight
375751,3,one_night_free_hotel_with_flight
376159,1,one_night_free_hotel_with_flight
377069,2,exclusive_discounts
377411,0,one_night_free_hotel_with_flight
378565,3,one_night_free_hotel_with_flight
379543,1,one_night_free_hotel_with_flight
380434,0,free_checked_bag
380436,1,one_night_free_hotel_with_flight
380757,1,free_checked_bag
380874,3,one_night_free_hotel_with_flight
380949,2,no_cancellation_fees
381259,1,free_checked_bag
381465,2,one_night_free_hotel_with_flight
382181,1,one_night_free_hotel_with_flight
382384,1,one_night_free_hotel_with_flight
382533,1,no_cancellation_fees
385689,3,one_night_free_hotel_with_flight
386255,1,one_night_free_hotel_with_flight
386469,1,no_cancellation_fees
386914,2,free_checked_bag
387282,1,free_hotel_meal
387783,1,one_night_free_hotel_with_flight
388328,3,free_checked_bag
388767,1,free_checked_bag
388947,0,one_night_free_hotel_with_flight
389434,2,one_night_free_hotel_with_flight
389662,3,one_night_free_hotel_with_flight
389759,3,free_checked_bag
390811,1,one_night_free_hotel_with_flight
392453,1,one_night_free_hotel_with_flight
395202,1,free_hotel_meal
395981,0,free_hotel_meal
396552,3,one_night_free_hotel_with_flight
399137,3,one_night_free_hotel_with_flight
399218,1,free_checked_bag
399799,3,one_night_free_hotel_with_flight
400275,0,exclusive_discounts
400582,3,free_hotel_meal
400899,3,one_night_free_hotel_with_flight
401245,1,one_night_free_hotel_with_flight
402332,0,one_night_free_hotel_with_flight
402978,3,one_night_free_hotel_with_flight
403881,3,one_night_free_hotel_with_flight
404879,3,one_night_free_hotel_with_flight
405305,3,free_checked_bag
406210,1,one_night_free_hotel_with_flight
407118,2,one_night_free_hotel_with_flight
407250,3,one_night_free_hotel_with_flight
407275,3,one_night_free_hotel_with_flight
407434,1,one_night_free_hotel_with_flight
407642,1,one_night_free_hotel_with_flight
408551,1,free_checked_bag
409073,3,one_night_free_hotel_with_flight
411179,2,exclusive_discounts
411701,1,one_night_free_hotel_with_flight
413128,0,free_hotel_meal
413340,1,free_checked_bag
413418,1,one_night_free_hotel_with_flight
413658,2,free_checked_bag
414128,3,free_hotel_meal
415282,1,free_checked_bag
415381,1,one_night_free_hotel_with_flight
415581,1,one_night_free_hotel_with_flight
416319,3,one_night_free_hotel_with_flight
416580,2,no_cancellation_fees
417679,3,one_night_free_hotel_with_flight
418329,3,free_checked_bag
418488,3,one_night_free_hotel_with_flight
418692,2,one_night_free_hotel_with_flight
420648,0,exclusive_discounts
420669,2,no_cancellation_fees
421247,3,free_checked_bag
421515,1,one_night_free_hotel_with_flight
421666,2,free_checked_bag
421700,0,one_night_free_hotel_with_flight
421870,3,free_checked_bag
422066,3,free_checked_bag
422668,1,no_cancellation_fees
423042,2,one_night_free_hotel_with_flight
423413,1,free_hotel_meal
424553,1,one_night_free_hotel_with_flight
425632,1,one_night_free_hotel_with_flight
425653,1,no_cancellation_fees
425953,3,one_night_free_hotel_with_flight
425966,1,one_night_free_hotel_with_flight
426478,2,one_night_free_hotel_with_flight
427426,1,one_night_free_hotel_with_flight
427506,2,free_checked_bag
428056,3,one_night_free_hotel_with_flight
428552,0,exclusive_discounts
428858,2,one_night_free_hotel_with_flight
429345,1,one_night_free_hotel_with_flight
429375,2,no_cancellation_fees
430722,2,no_cancellation_fees
431144,1,one_night_free_hotel_with_flight
431337,3,one_night_free_hotel_with_flight
431602,2,no_cancellation_fees
431746,1,one_night_free_hotel_with_flight
431899,2,no_cancellation_fees
431912,1,free_checked_bag
432333,1,free_checked_bag
432637,1,free_checked_bag
432941,3,one_night_free_hotel_with_flight
433080,3,one_night_free_hotel_with_flight
433339,1,free_checked_bag
433905,1,one_night_free_hotel_with_flight
434238,1,free_checked_bag
434623,2,no_cancellation_fees
435231,1,one_night_free_hotel_with_flight
435596,3,one_night_free_hotel_with_flight
435669,1,free_checked_bag
435837,1,one_night_free_hotel_with_flight
435882,2,no_cancellation_fees
436320,1,free_checked_bag
436894,1,one_night_free_hotel_with_flight
437069,3,one_night_free_hotel_with_flight
437162,2,no_cancellation_fees
437251,3,one_night_free_hotel_with_flight
437539,3,one_night_free_hotel_with_flight
437549,3,one_night_free_hotel_with_flight
438189,3,one_night_free_hotel_with_flight
438406,3,one_night_free_hotel_with_flight
438551,2,free_checked_bag
438596,0,exclusive_discounts
438839,3,free_checked_bag
438937,1,free_hotel_meal
438985,2,no_cancellation_fees
438995,1,no_cancellation_fees
439052,3,one_night_free_hotel_with_flight
439120,1,one_night_free_hotel_with_flight
439363,3,one_night_free_hotel_with_flight
440212,0,exclusive_discounts
440655,3,free_checked_bag
441200,1,free_checked_bag
441205,1,free_checked_bag
441448,1,free_checked_bag
441457,3,one_night_free_hotel_with_flight
441982,3,free_hotel_meal
442484,0,exclusive_discounts
442718,3,free_checked_bag
442812,1,one_night_free_hotel_with_flight
442819,1,one_night_free_hotel_with_flight
442833,3,one_night_free_hotel_with_flight
443305,1,one_night_free_hotel_with_flight
443453,3,one_night_free_hotel_with_flight
443598,1,one_night_free_hotel_with_flight
443652,3,one_night_free_hotel_with_flight
444387,1,one_night_free_hotel_with_flight
444885,1,free_checked_bag
445351,1,one_night_free_hotel_with_flight
445515,1,one_night_free_hotel_with_flight
446124,3,one_night_free_hotel_with_flight
446138,2,one_night_free_hotel_with_flight
446473,3,one_night_free_hotel_with_flight
446933,0,one_night_free_hotel_with_flight
447053,1,free_checked_bag
447591,1,one_night_free_hotel_with_flight
447737,3,one_night_free_hotel_with_flight
447951,1,one_night_free_hotel_with_flight
448025,1,one_night_free_hotel_with_flight
448154,1,one_night_free_hotel_with_flight
448295,1,one_night_free_hotel_with_flight
448467,1,free_hotel_meal
448564,3,one_night_free_hotel_with_flight
449033,3,one_night_free_hotel_with_flight
449326,3,one_night_free_hotel_with_flight
449619,3,one_night_free_hotel_with_flight
449804,3,one_night_free_hotel_with_flight
449980,2,free_hotel_meal
450164,3,one_night_free_hotel_with_flight
450193,3,free_hotel_meal
450305,3,one_night_free_hotel_with_flight
450615,3,one_night_free_hotel_with_flight
451291,0,one_night_free_hotel_with_flight
451674,1,no_cancellation_fees
452034,2,no_cancellation_fees
452532,2,exclusive_discounts
452594,3,one_night_free_hotel_with_flight
452612,2,free_checked_bag
453143,3,one_night_free_hotel_with_flight
453168,1,one_night_free_hotel_with_flight
454264,1,free_checked_bag
454430,1,one_night_free_hotel_with_flight
454616,1,free_hotel_meal
454661,3,one_night_free_hotel_with_flight
454920,3,one_night_free_hotel_with_flight
454934,2,no_cancellation_fees
454955,1,one_night_free_hotel_with_flight
456226,3,one_night_free_hotel_with_flight
456318,1,one_night_free_hotel_with_flight
456663,1,free_checked_bag
456671,1,free_checked_bag
457468,0,one_night_free_hotel_with_flight
457599,3,one_night_free_hotel_with_flight
457967,1,no_cancellation_fees
458479,2,no_cancellation_fees
458688,0,exclusive_discounts
458725,1,no_cancellation_fees
458762,1,free_checked_bag
458814,3,one_night_free_hotel_with_flight
458855,1,free_checked_bag
458919,1,one_night_free_hotel_with_flight
459229,3,one_night_free_hotel_with_flight
459486,1,one_night_free_hotel_with_flight
459645,1,one_night_free_hotel_with_flight
460072,1,free_hotel_meal
460181,1,exclusive_discounts
460553,3,one_night_free_hotel_with_flight
460625,2,one_night_free_hotel_with_flight
461559,3,one_night_free_hotel_with_flight
461744,1,one_night_free_hotel_with_flight
461791,0,free_checked_bag
462127,1,one_night_free_hotel_with_flight
462456,3,free_checked_bag
462894,1,free_checked_bag
463652,1,one_night_free_hotel_with_flight
463698,3,one_night_free_hotel_with_flight
463783,1,free_hotel_meal
463867,3,one_night_free_hotel_with_flight
463910,3,one_night_free_hotel_with_flight
464080,1,free_checked_bag
464160,0,exclusive_discounts
464239,3,one_night_free_hotel_with_flight
464542,1,free_checked_bag
464597,1,one_night_free_hotel_with_flight
464614,2,one_night_free_hotel_with_flight
464673,3,free_checked_bag
464782,1,one_night_free_hotel_with_flight
464855,2,free_checked_bag
465138,3,one_night_free_hotel_with_flight
465343,3,free_checked_bag
465531,1,one_night_free_hotel_with_flight
465568,1,one_night_free_hotel_with_flight
465731,2,one_night_free_hotel_with_flight
466205,3,free_checked_bag
466342,1,one_night_free_hotel_with_flight
466723,2,no_cancellation_fees
467007,3,free_checked_bag
467092,2,one_night_free_hotel_with_flight
467339,1,free_checked_bag
467809,1,free_checked_bag
467892,2,one_night_free_hotel_with_flight
468106,3,one_night_free_hotel_with_flight
468370,1,one_night_free_hotel_with_flight
468409,2,one_night_free_hotel_with_flight
468666,0,free_checked_bag
468801,0,free_checked_bag
468808,3,free_checked_bag
468832,2,one_night_free_hotel_with_flight
469237,1,one_night_free_hotel_with_flight
469418,1,no_cancellation_fees
469440,2,no_cancellation_fees
469464,3,one_night_free_hotel_with_flight
469699,1,free_checked_bag
469767,3,one_night_free_hotel_with_flight
469824,3,one_night_free_hotel_with_flight
471077,3,one_night_free_hotel_with_flight
471161,3,one_night_free_hotel_with_flight
471186,1,one_night_free_hotel_with_flight
471500,1,one_night_free_hotel_with_flight
471565,1,free_checked_bag
471649,1,one_night_free_hotel_with_flight
471687,3,one_night_free_hotel_with_flight
471717,1,free_checked_bag
471935,1,one_night_free_hotel_with_flight
471946,1,one_night_free_hotel_with_flight
471973,1,no_cancellation_fees
472394,1,one_night_free_hotel_with_flight
472446,1,free_hotel_meal
472614,1,one_night_free_hotel_with_flight
472713,3,free_checked_bag
472785,3,one_night_free_hotel_with_flight
472966,1,one_night_free_hotel_with_flight
473332,3,one_night_free_hotel_with_flight
473343,3,one_night_free_hotel_with_flight
473402,2,one_night_free_hotel_with_flight
473467,3,one_night_free_hotel_with_flight
473568,0,exclusive_discounts
473712,3,one_night_free_hotel_with_flight
473847,0,exclusive_discounts
474007,1,one_night_free_hotel_with_flight
474120,2,free_checked_bag
474239,2,free_checked_bag
474261,1,one_night_free_hotel_with_flight
474278,1,no_cancellation_fees
474384,0,one_night_free_hotel_with_flight
474464,0,one_night_free_hotel_with_flight
474546,3,one_night_free_hotel_with_flight
474951,3,one_night_free_hotel_with_flight
474980,1,one_night_free_hotel_with_flight
475060,1,one_night_free_hotel_with_flight
475130,3,free_checked_bag
475467,3,free_hotel_meal
475531,3,one_night_free_hotel_with_flight
476081,1,one_night_free_hotel_with_flight
476104,3,free_checked_bag
476124,1,one_night_free_hotel_with_flight
476173,1,free_hotel_meal
476270,1,one_night_free_hotel_with_flight
476393,1,one_night_free_hotel_with_flight
476436,3,free_checked_bag
476535,3,free_checked_bag
476665,3,one_night_free_hotel_with_flight
476693,3,one_night_free_hotel_with_flight
476714,3,free_hotel_meal
476742,1,free_checked_bag
476916,1,no_cancellation_fees
476956,1,one_night_free_hotel_with_flight
477285,1,one_night_free_hotel_with_flight
477316,3,one_night_free_hotel_with_flight
477597,0,one_night_free_hotel_with_flight
477730,3,one_night_free_hotel_with_flight
477805,1,one_night_free_hotel_with_flight
478003,1,one_night_free_hotel_with_flight
478146,2,no_cancellation_fees
478188,1,one_night_free_hotel_with_flight
478228,1,one_night_free_hotel_with_flight
478291,1,free_checked_bag
478533,1,one_night_free_hotel_with_flight
478585,3,one_night_free_hotel_with_flight
478760,0,exclusive_discounts
478801,3,one_night_free_hotel_with_flight
478834,1,no_cancellation_fees
479071,3,one_night_free_hotel_with_flight
479078,1,one_night_free_hotel_with_flight
479101,1,free_checked_bag
479254,1,one_night_free_hotel_with_flight
479524,2,one_night_free_hotel_with_flight
479785,1,no_cancellation_fees
480186,1,no_cancellation_fees
480313,2,no_cancellation_fees
480331,0,one_night_free_hotel_with_flight
480690,3,one_night_free_hotel_with_flight
480796,1,free_checked_bag
480877,3,one_night_free_hotel_with_flight
480895,2,one_night_free_hotel_with_flight
480975,1,no_cancellation_fees
481050,1,free_checked_bag
481245,0,one_night_free_hotel_with_flight
481292,3,one_night_free_hotel_with_flight
481358,1,free_checked_bag
481554,3,one_night_free_hotel_with_flight
481622,3,one_night_free_hotel_with_flight
481772,0,exclusive_discounts
481781,1,no_cancellation_fees
482264,3,one_night_free_hotel_with_flight
482335,1,one_night_free_hotel_with_flight
482424,3,one_night_free_hotel_with_flight
482548,2,free_checked_bag
482602,3,one_night_free_hotel_with_flight
482621,1,free_checked_bag
482630,1,one_night_free_hotel_with_flight
482744,3,one_night_free_hotel_with_flight
482811,2,exclusive_discounts
483224,1,one_night_free_hotel_with_flight
483237,3,one_night_free_hotel_with_flight
483345,3,one_night_free_hotel_with_flight
483480,3,one_night_free_hotel_with_flight
483483,1,free_checked_bag
483525,1,free_checked_bag
483603,3,one_night_free_hotel_with_flight
483928,3,one_night_free_hotel_with_flight
483982,1,one_night_free_hotel_with_flight
484249,3,one_night_free_hotel_with_flight
484342,2,exclusive_discounts
484418,3,one_night_free_hotel_with_flight
484987,3,one_night_free_hotel_with_flight
485149,3,one_night_free_hotel_with_flight
485260,1,free_checked_bag
485393,2,free_hotel_meal
485505,0,one_night_free_hotel_with_flight
485518,1,no_cancellation_fees
485536,1,no_cancellation_fees
485544,3,one_night_free_hotel_with_flight
485591,3,one_night_free_hotel_with_flight
485658,2,no_cancellation_fees
485780,3,one_night_free_hotel_with_flight
485785,1,one_night_free_hotel_with_flight
485891,2,no_cancellation_fees
485894,3,free_checked_bag
486046,1,one_night_free_hotel_with_flight
486113,0,exclusive_discounts
486191,1,free_hotel_meal
486261,0,exclusive_discounts
486268,1,no_cancellation_fees
486270,1,one_night_free_hotel_with_flight
486366,1,one_night_free_hotel_with_flight
486447,2,exclusive_discounts
486454,1,one_night_free_hotel_with_flight
486605,0,exclusive_discounts
486671,3,free_checked_bag
486751,2,one_night_free_hotel_with_flight
486823,3,free_hotel_meal
487002,1,one_night_free_hotel_with_flight
487036,1,free_checked_bag
487040,3,free_checked_bag
487101,3,one_night_free_hotel_with_flight
487276,3,one_night_free_hotel_with_flight
487352,1,one_night_free_hotel_with_flight
487453,2,one_night_free_hotel_with_flight
487637,1,free_checked_bag
487680,2,one_night_free_hotel_with_flight
487715,2,one_night_free_hotel_with_flight
487858,1,one_night_free_hotel_with_flight
487954,3,one_night_free_hotel_with_flight
488009,1,one_night_free_hotel_with_flight
488099,1,no_cancellation_fees
488246,1,one_night_free_hotel_with_flight
488314,2,no_cancellation_fees
488410,3,one_night_free_hotel_with_flight
488430,2,exclusive_discounts
488462,3,one_night_free_hotel_with_flight
488480,2,no_cancellation_fees
488511,3,one_night_free_hotel_with_flight
488529,3,free_checked_bag
488539,1,no_cancellation_fees
488672,3,free_hotel_meal
488827,3,one_night_free_hotel_with_flight
488865,3,one_night_free_hotel_with_flight
488870,2,one_night_free_hotel_with_flight
488918,3,one_night_free_hotel_with_flight
488974,1,one_night_free_hotel_with_flight
489096,1,one_night_free_hotel_with_flight
489131,1,no_cancellation_fees
489575,3,free_checked_bag
489635,0,one_night_free_hotel_with_flight
489661,1,one_night_free_hotel_with_flight
489730,3,one_night_free_hotel_with_flight
489785,3,one_night_free_hotel_with_flight
489786,1,no_cancellation_fees
489802,1,one_night_free_hotel_with_flight
489844,1,free_checked_bag
489852,1,one_night_free_hotel_with_flight
489949,2,one_night_free_hotel_with_flight
489953,3,free_checked_bag
489992,3,free_hotel_meal
490040,3,one_night_free_hotel_with_flight
490107,3,one_night_free_hotel_with_flight
490133,3,one_night_free_hotel_with_flight
490201,1,free_checked_bag
490348,1,one_night_free_hotel_with_flight
490358,3,free_checked_bag
490517,1,free_checked_bag
490576,1,one_night_free_hotel_with_flight
490608,1,free_checked_bag
490629,3,free_checked_bag
490671,3,free_checked_bag
491003,0,exclusive_discounts
491124,3,one_night_free_hotel_with_flight
491141,3,one_night_free_hotel_with_flight
491175,3,one_night_free_hotel_with_flight
491182,3,one_night_free_hotel_with_flight
491241,1,free_checked_bag
491266,3,one_night_free_hotel_with_flight
491559,1,one_night_free_hotel_with_flight
491597,0,exclusive_discounts
491617,3,one_night_free_hotel_with_flight
491706,1,one_night_free_hotel_with_flight
491772,0,one_night_free_hotel_with_flight
491925,3,one_night_free_hotel_with_flight
491930,3,one_night_free_hotel_with_flight
491995,2,no_cancellation_fees
492209,3,one_night_free_hotel_with_flight
492211,1,one_night_free_hotel_with_flight
492287,3,one_night_free_hotel_with_flight
492371,1,one_night_free_hotel_with_flight
492497,2,no_cancellation_fees
492614,1,no_cancellation_fees
492999,1,one_night_free_hotel_with_flight
493177,3,free_hotel_meal
493409,3,one_night_free_hotel_with_flight
493476,0,exclusive_discounts
493718,3,one_night_free_hotel_with_flight
494294,3,one_night_free_hotel_with_flight
494374,0,one_night_free_hotel_with_flight
494382,3,one_night_free_hotel_with_flight
494441,1,no_cancellation_fees
494463,0,free_checked_bag
494484,0,exclusive_discounts
494590,3,one_night_free_hotel_with_flight
494630,1,one_night_free_hotel_with_flight
494680,3,one_night_free_hotel_with_flight
494704,3,one_night_free_hotel_with_flight
494985,3,one_night_free_hotel_with_flight
495029,2,one_night_free_hotel_with_flight
495042,3,one_night_free_hotel_with_flight
495080,1,free_hotel_meal
495272,1,one_night_free_hotel_with_flight
495273,3,one_night_free_hotel_with_flight
495386,0,free_checked_bag
495482,3,one_night_free_hotel_with_flight
495592,1,no_cancellation_fees
495603,3,one_night_free_hotel_with_flight
495727,3,one_night_free_hotel_with_flight
496016,3,one_night_free_hotel_with_flight
496074,1,no_cancellation_fees
496273,1,one_night_free_hotel_with_flight
496286,3,one_night_free_hotel_with_flight
496332,3,one_night_free_hotel_with_flight
496382,3,one_night_free_hotel_with_flight
496408,2,one_night_free_hotel_with_flight
496566,3,free_hotel_meal
496899,2,no_cancellation_fees
496972,1,one_night_free_hotel_with_flight
497042,3,one_night_free_hotel_with_flight
497077,2,no_cancellation_fees
497108,3,one_night_free_hotel_with_flight
497225,3,one_night_free_hotel_with_flight
497475,1,one_night_free_hotel_with_flight
497615,3,free_checked_bag
497678,1,one_night_free_hotel_with_flight
497680,1,one_night_free_hotel_with_flight
497829,3,free_checked_bag
497915,3,one_night_free_hotel_with_flight
498154,1,one_night_free_hotel_with_flight
498199,1,one_night_free_hotel_with_flight
498287,3,one_night_free_hotel_with_flight
498298,3,one_night_free_hotel_with_flight
498357,3,one_night_free_hotel_with_flight
498363,1,one_night_free_hotel_with_flight
498500,2,one_night_free_hotel_with_flight
498574,3,one_night_free_hotel_with_flight
498607,0,one_night_free_hotel_with_flight
498665,2,free_hotel_meal
498857,1,one_night_free_hotel_with_flight
498931,1,one_night_free_hotel_with_flight
499028,1,one_night_free_hotel_with_flight
499038,3,one_night_free_hotel_with_flight
499252,0,exclusive_discounts
499313,1,one_night_free_hotel_with_flight
499366,3,one_night_free_hotel_with_flight
499375,3,one_night_free_hotel_with_flight
499379,1,one_night_free_hotel_with_flight
499461,1,one_night_free_hotel_with_flight
499475,3,one_night_free_hotel_with_flight
499633,3,one_night_free_hotel_with_flight
499634,1,free_checked_bag
499659,1,one_night_free_hotel_with_flight
499669,1,free_checked_bag
499751,3,one_night_free_hotel_with_flight
499760,1,no_cancellation_fees
499780,1,no_cancellation_fees
499810,1,one_night_free_hotel_with_flight
499847,3,one_night_free_hotel_with_flight
499969,1,one_night_free_hotel_with_flight
499979,3,one_night_free_hotel_with_flight
499990,2,no_cancellation_fees
500078,1,one_night_free_hotel_with_flight
500196,1,one_night_free_hotel_with_flight
500243,1,one_night_free_hotel_with_flight
500257,1,one_night_free_hotel_with_flight
500288,1,no_cancellation_fees
500299,1,one_night_free_hotel_with_flight
500493,3,free_checked_bag
500532,1,one_night_free_hotel_with_flight
500646,0,one_night_free_hotel_with_flight
500745,3,one_night_free_hotel_with_flight
500773,3,one_night_free_hotel_with_flight
500791,1,one_night_free_hotel_with_flight
500828,1,one_night_free_hotel_with_flight
500972,3,free_checked_bag
500974,3,one_night_free_hotel_with_flight
501087,1,one_night_free_hotel_with_flight
501125,1,free_checked_bag
501184,3,one_night_free_hotel_with_flight
501322,3,free_checked_bag
501344,1,free_checked_bag
501436,2,one_night_free_hotel_with_flight
501512,1,one_night_free_hotel_with_flight
501708,2,exclusive_discounts
501735,3,one_night_free_hotel_with_flight
501764,1,one_night_free_hotel_with_flight
501780,1,no_cancellation_fees
501794,3,one_night_free_hotel_with_flight
501817,3,one_night_free_hotel_with_flight
501830,1,one_night_free_hotel_with_flight
501897,1,one_night_free_hotel_with_flight
501947,2,one_night_free_hotel_with_flight
502063,1,one_night_free_hotel_with_flight
502145,3,one_night_free_hotel_with_flight
502210,2,one_night_free_hotel_with_flight
502212,0,exclusive_discounts
502353,3,one_night_free_hotel_with_flight
502412,0,one_night_free_hotel_with_flight
502435,0,free_checked_bag
502444,3,one_night_free_hotel_with_flight
502609,3,one_night_free_hotel_with_flight
502626,1,free_checked_bag
502799,3,one_night_free_hotel_with_flight
502819,1,no_cancellation_fees
502826,1,free_checked_bag
502847,3,one_night_free_hotel_with_flight
502850,1,no_cancellation_fees
502875,1,free_checked_bag
502995,1,no_cancellation_fees
503042,1,one_night_free_hotel_with_flight
503049,1,no_cancellation_fees
503058,1,one_night_free_hotel_with_flight
503126,1,free_hotel_meal
503161,1,no_cancellation_fees
503277,3,one_night_free_hotel_with_flight
503342,2,no_cancellation_fees
503418,3,one_night_free_hotel_with_flight
503483,1,no_cancellation_fees
503621,1,one_night_free_hotel_with_flight
503760,3,one_night_free_hotel_with_flight
503773,1,no_cancellation_fees
503918,1,no_cancellation_fees
503928,1,free_checked_bag
503945,3,one_night_free_hotel_with_flight
503973,0,one_night_free_hotel_with_flight
504081,1,free_checked_bag
504133,3,one_night_free_hotel_with_flight
504240,3,one_night_free_hotel_with_flight
504299,3,free_checked_bag
504320,1,one_night_free_hotel_with_flight
504371,3,free_checked_bag
504435,2,no_cancellation_fees
504473,1,one_night_free_hotel_with_flight
504579,1,no_cancellation_fees
504610,1,one_night_free_hotel_with_flight
504665,1,exclusive_discounts
504669,1,one_night_free_hotel_with_flight
504786,1,free_checked_bag
504859,1,one_night_free_hotel_with_flight
504892,1,one_night_free_hotel_with_flight
504916,2,exclusive_discounts
504936,1,one_night_free_hotel_with_flight
504945,3,one_night_free_hotel_with_flight
505062,1,one_night_free_hotel_with_flight
505066,1,one_night_free_hotel_with_flight
505172,2,free_checked_bag
505230,3,one_night_free_hotel_with_flight
505285,3,free_checked_bag
505289,1,one_night_free_hotel_with_flight
505358,3,one_night_free_hotel_with_flight
505414,1,one_night_free_hotel_with_flight
505498,1,free_checked_bag
505617,2,no_cancellation_fees
505667,1,one_night_free_hotel_with_flight
505680,3,one_night_free_hotel_with_flight
505713,3,one_night_free_hotel_with_flight
505747,1,one_night_free_hotel_with_flight
505771,3,free_checked_bag
505854,3,one_night_free_hotel_with_flight
505916,3,one_night_free_hotel_with_flight
505933,2,no_cancellation_fees
505941,0,free_checked_bag
506013,3,one_night_free_hotel_with_flight
506130,3,one_night_free_hotel_with_flight
506186,1,one_night_free_hotel_with_flight
506234,3,one_night_free_hotel_with_flight
506250,1,free_checked_bag
506347,1,no_cancellation_fees
506427,3,one_night_free_hotel_with_flight
506611,1,one_night_free_hotel_with_flight
506652,1,free_checked_bag
506675,3,one_night_free_hotel_with_flight
506704,1,one_night_free_hotel_with_flight
506777,0,exclusive_discounts
506807,0,exclusive_discounts
506828,1,one_night_free_hotel_with_flight
506837,3,free_checked_bag
506858,1,free_checked_bag
506990,1,no_cancellation_fees
507036,1,one_night_free_hotel_with_flight
507133,3,one_night_free_hotel_with_flight
507207,1,one_night_free_hotel_with_flight
507273,3,one_night_free_hotel_with_flight
507376,1,one_night_free_hotel_with_flight
507395,2,free_checked_bag
507431,3,one_night_free_hotel_with_flight
507435,3,free_checked_bag
507505,1,free_checked_bag
507513,1,no_cancellation_fees
507531,1,one_night_free_hotel_with_flight
507557,1,free_checked_bag
507573,3,one_night_free_hotel_with_flight
507617,3,one_night_free_hotel_with_flight
507728,1,free_checked_bag
507732,2,one_night_free_hotel_with_flight
507753,1,free_checked_bag
507759,0,one_night_free_hotel_with_flight
507773,1,one_night_free_hotel_with_flight
507805,2,free_hotel_meal
508050,3,one_night_free_hotel_with_flight
508096,0,one_night_free_hotel_with_flight
508111,2,exclusive_discounts
508144,0,one_night_free_hotel_with_flight
508153,1,one_night_free_hotel_with_flight
508240,0,one_night_free_hotel_with_flight
508360,1,one_night_free_hotel_with_flight
508367,0,one_night_free_hotel_with_flight
508497,1,one_night_free_hotel_with_flight
508512,1,one_night_free_hotel_with_flight
508546,1,one_night_free_hotel_with_flight
508611,1,no_cancellation_fees
508625,2,no_cancellation_fees
508693,3,one_night_free_hotel_with_flight
508713,0,free_checked_bag
508731,3,one_night_free_hotel_with_flight
